Individual,Species,Family,Month,Year,Location,Collector,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,Lattitude_Group,Temperature_District,Temperature_Before,Temperature_Of,Ecology,Voltinism,,
10,large heath,Nymphalidae,June,1909,Shropshire,FC Woodforde,,18.498,128.039,1.27,6.26,3,England S,11.245,10.875,SS,Univoltine,,
11,large heath,Nymphalidae,June,1909,Shropshire,FC Woodforde,,18.915,143.303,1.301,7.592,3,England S,11.245,10.875,SS,Univoltine,,
12,large heath,Nymphalidae,June,1909,Shropshire,FC Woodforde,,18.325,132.905,1.937,4.965,3,England S,11.245,10.875,SS,Univoltine,,
45,marbled white,Nymphalidae,,1909,Kent,Thornewill,male,23.83,222.104,1.787,10.07,2,England S,11.245,10.875,GG,Univoltine,,
46,marbled white,Nymphalidae,,1909,Kent,Thornewill,male,22.312,191.617,1.787,8.668,2,England S,11.245,10.875,GG,Univoltine,,
47,marbled white,Nymphalidae,,1909,Kent,Thornewill,female,24.76,231.875,2.613,8.671,2,England S,11.245,10.875,GG,Univoltine,,
48,marbled white,Nymphalidae,,1909,Kent,Thornewill,female,25.742,247.716,2.893,8.003,2,England S,11.245,10.875,GG,Univoltine,,
49,marbled white,Nymphalidae,,1909,Kent,Thornewill,female,25.64,239.784,3.217,9.134,2,England S,11.245,10.875,GG,Univoltine,,
62,meadow brown,Nymphalidae,August,1909,Invernesshire,Meldola,male,22.325,210.93,1.964,8.391,8,Scotland,8.585,8.22,GG,Univoltine,,
43,peacock,Nymphalidae,November,1909,Oxfordshire,F gotch,,28.167,333.924,2.541,9.495,2,England S,11.245,10.875,GS,Univoltine,,
44,peacock,Nymphalidae,November,1909,Oxfordshire,F gotch,,28.024,333.746,2.806,8.16,2,England S,11.245,10.875,GS,Univoltine,,
23,silver washed fritillary,Nymphalidae,July,1909,Surrey,EGR Waters,female,33.144,398.424,2.898,10.916,2,England S,11.245,10.875,SS,Univoltine,,
24,silver washed fritillary,Nymphalidae,July,1909,Surrey,EGR Waters,female,33.398,405.125,2.999,11.119,2,England S,11.245,10.875,SS,Univoltine,,
28,silver washed fritillary,Nymphalidae,July,1909,Surrey,EGR Waters,male,30.999,363.974,2.628,10.144,2,England S,11.245,10.875,SS,Univoltine,,
29,silver washed fritillary,Nymphalidae,July,1909,Surrey,EGR Waters,male,32.556,397.583,2.765,11.759,2,England S,11.245,10.875,SS,Univoltine,,
31,small tortoiseshell,Nymphalidae,,1909,Greater London,BGT Stevens,,19.544,138.71,1.905,6.018,2,England S,11.245,10.875,GS,Multivoltine,,
37,speckled wood,Nymphalidae,August,1909,Isle of Wight,HG Champion,,21.64,173.07,1.775,7.354,1,England S,11.245,10.875,GG,Multivoltine,,
39,speckled wood,Nymphalidae,August,1909,Isle of Wight,HG Champion,,21.148,179.701,2.895,6.531,1,England S,11.245,10.875,GG,Multivoltine,,
40,speckled wood,Nymphalidae,August,1909,Isle of Wight,HG Champion,,21.629,175.971,1.447,7.796,1,England S,11.245,10.875,GG,Multivoltine,,
34,white admiral,Nymphalidae,July,1909,Surrey,RJ Champion,,25.863,248.899,2.431,8.455,2,England S,11.245,10.875,SS,Univoltine,,
36,white admiral,Nymphalidae,July,1909,Surrey,EGR Waters,,26.678,258.494,1.871,6.105,2,England S,11.245,10.875,SS,Univoltine,,
38,white admiral,Nymphalidae,July,1909,Surrey,RJ Champion,,26.93,259.663,2.319,7.484,2,England S,11.245,10.875,SS,Univoltine,,
40,white admiral,Nymphalidae,July,1909,Surrey,RJ Champion,,29.593,328.147,2.917,9.168,2,England S,11.245,10.875,SS,Univoltine,,
19,comma,Nymphalidae,July,1910,Herefordshire,BG Adams,,24.205,202.512,2.32,8.426,2,England S,10.875,11.4,GG,Multivoltine,,
18,dark green fritillary,Nymphalidae,July,1910,Surrey,RJ Champion,,27.276,262.871,3.031,11.063,2,England S,10.875,11.4,GS,Univoltine,,
36,dark green fritillary,Nymphalidae,July,1910,North Scotland,WM Geldart,,28.105,308.827,2.459,11.978,8,Scotland,8.22,8.88,GS,Univoltine,,
1,gatekeeper,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,16.556,117.192,1.107,6.894,1,England S,10.875,11.4,GG,Univoltine,,
2,gatekeeper,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,16.839,125.391,1.179,7.28,1,England S,10.875,11.4,GG,Univoltine,,
3,gatekeeper,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,17.529,128.171,1.013,7.551,1,England S,10.875,11.4,GG,Univoltine,,
4,gatekeeper,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,17.168,126.159,1.383,7.042,1,England S,10.875,11.4,GG,Univoltine,,
5,gatekeeper,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,16.912,119.253,1.112,7.123,1,England S,10.875,11.4,GG,Univoltine,,
10,gatekeeper,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,17.924,130.326,1.114,7.248,1,England S,10.875,11.4,GG,Univoltine,,
11,gatekeeper,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,17.392,133.848,0.977,7.024,1,England S,10.875,11.4,GG,Univoltine,,
103,marbled white,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,22.635,215.98,1.624,10.424,1,England S,10.875,11.4,GG,Univoltine,,
104,marbled white,Nymphalidae,July,1910,Cornwall,FC Woodforde,female,25.174,260.135,2.436,9.518,1,England S,10.875,11.4,GG,Univoltine,,
8,meadow brown,Nymphalidae,July,1910,Surrey,HG Champion,female,24.33,229.341,2.235,7.669,2,England S,10.875,11.4,GG,Univoltine,,
1,peacock,Nymphalidae,September,1910,Cornwall,FC Woodforde,,28.071,334.13,3.09,10.417,1,England S,10.875,11.4,GS,Univoltine,,
24,peacock,Nymphalidae,August,1910,Herefordshire,BG Adams,,27.345,316.939,2.625,9.765,3,England S,10.875,11.4,GS,Univoltine,,
25,peacock,Nymphalidae,August,1910,Herefordshire,BG Adams,,26.865,292.685,2.998,9.466,3,England S,10.875,11.4,GS,Univoltine,,
27,peacock,Nymphalidae,August,1910,Herefordshire,BG Adams,,29.46,365.203,3.215,10.431,3,England S,10.875,11.4,GS,Univoltine,,
50,peacock,Nymphalidae,August,1910,Oxfordshire,WG Pogson Smith,,26.166,278.938,2.991,7.55,2,England S,10.875,11.4,GS,Univoltine,,
1,silver washed fritillary,Nymphalidae,July,1910,Cornwall,FC Woodforde,male,33.307,393.284,3.269,12.906,1,England S,10.875,11.4,SS,Univoltine,,
1,speckled wood,Nymphalidae,June,1910,Cornwall,FC Woodforde,,21.961,186.378,1.447,7.681,1,England S,10.875,11.4,GG,Multivoltine,,
2,speckled wood,Nymphalidae,June,1910,Cornwall,FC Woodforde,,21.537,177.962,1.401,8.474,1,England S,10.875,11.4,GG,Multivoltine,,
3,speckled wood,Nymphalidae,June,1910,Cornwall,FC Woodforde,,20.646,170.33,1.517,7.311,1,England S,10.875,11.4,GG,Multivoltine,,
4,speckled wood,Nymphalidae,June,1910,Cornwall,FC Woodforde,,22.518,204.46,1.541,8.312,1,England S,10.875,11.4,GG,Multivoltine,,
5,speckled wood,Nymphalidae,June,1910,Cornwall,FC Woodforde,,21.643,184.143,1.378,8.31,1,England S,10.875,11.4,GG,Multivoltine,,
6,speckled wood,Nymphalidae,September,1910,Cornwall,FC Woodforde,,20.755,159.242,1.333,7.867,1,England S,10.875,11.4,GG,Multivoltine,,
7,speckled wood,Nymphalidae,September,1910,Cornwall,FC Woodforde,,21.078,168.528,1.52,8.684,1,England S,10.875,11.4,GG,Multivoltine,,
38,speckled wood,Nymphalidae,August,1910,Isle of Wight,HG Champion,,21.638,181.979,1.658,8.03,1,England S,10.875,11.4,GG,Multivoltine,,
1,wall,Nymphalidae,September,1910,Cornwall,FC Woodforde,female,22.968,203.937,1.941,7.447,1,England S,10.875,11.4,GG,Multivoltine,,
11,wall,Nymphalidae,July,1910,Devon,FC Woodforde,male,22.381,196.825,1.698,8.271,1,England S,10.875,11.4,GG,Multivoltine,,
44,wall,Nymphalidae,August,1910,Isle of Wight,HG Champion,male,22.407,198.315,1.619,8.878,1,England S,10.875,11.4,GG,Multivoltine,,
45,wall,Nymphalidae,August,1910,Isle of Wight,HG Champion,female,23.081,215.412,2.668,6.645,1,England S,10.875,11.4,GG,Multivoltine,,
46,wall,Nymphalidae,August,1910,Isle of Wight,HG Champion,female,23.157,213.287,3.032,8.1,1,England S,10.875,11.4,GG,Multivoltine,,
20,comma,Nymphalidae,July,1911,Herefordshire,BG Adams,,24.892,214.301,2.381,8.181,2,England S,11.4,12.755,GG,Multivoltine,,
21,comma,Nymphalidae,July,1911,Hertfordshire,BG Adams,,24.975,227.229,2.962,7.815,2,England S,11.4,12.755,GG,Multivoltine,,
85,gatekeeper,Nymphalidae,,1911,Surrey,RJ Champion,male,17.07,127.594,1.348,6.635,2,England S,11.4,12.755,GG,Univoltine,,
57,large heath,Nymphalidae,July,1911,Aberdeenshire,R Tait,,18.207,133.012,1.477,6.028,8,Scotland,11.4,12.755,SS,Univoltine,,
7,meadow brown,Nymphalidae,,1911,Surrey,RJ Champion,male,21.357,192.473,1.867,8.78,2,England S,11.4,12.755,GG,Univoltine,,
12,meadow brown,Nymphalidae,June,1911,Buckinghamshire,Meldola,male,21.823,201.028,1.843,8.369,2,England S,11.4,12.755,GG,Univoltine,,
13,meadow brown,Nymphalidae,June,1911,Buckinghamshire,Meldola,male,21.101,185.776,1.892,8.683,2,England S,11.4,12.755,GG,Univoltine,,
25,meadow brown,Nymphalidae,June,1911,Kent,JJL,male,21.383,201.891,2.183,8.197,2,England S,11.4,12.755,GG,Univoltine,,
53,meadow brown,Nymphalidae,,1911,Isles of Scilly,BW adkin,female,24.201,221.549,2.134,7.204,1,England S,11.4,12.755,GG,Univoltine,,
54,meadow brown,Nymphalidae,,1911,Isles of Scilly,BW adkin,female,23.186,221.154,2.476,7.81,1,England S,11.4,12.755,GG,Univoltine,,
55,meadow brown,Nymphalidae,,1911,Isles of Scilly,BW adkin,female,23.951,226.401,2.28,7.858,1,England S,11.4,12.755,GG,Univoltine,,
56,meadow brown,Nymphalidae,,1911,Isles of Scilly,BW adkin,female,25.153,241.33,2.427,6.896,1,England S,11.4,12.755,GG,Univoltine,,
57,meadow brown,Nymphalidae,,1911,Isles of Scilly,BW adkin,female,24.344,247.274,2.425,8.173,1,England S,11.4,12.755,GG,Univoltine,,
19,silver washed fritillary,Nymphalidae,July,1911,Surrey,EGR Waters,male,33.536,398.664,2.966,12.972,2,England S,11.4,12.755,SS,Univoltine,,
20,silver washed fritillary,Nymphalidae,July,1911,Surrey,EGR Waters,male,32.071,374.377,2.494,11.961,2,England S,11.4,12.755,SS,Univoltine,,
21,silver washed fritillary,Nymphalidae,July,1911,Surrey,EGR Waters,male,31.84,366.839,2.561,11.591,2,England S,11.4,12.755,SS,Univoltine,,
22,silver washed fritillary,Nymphalidae,July,1911,Surrey,EGR Waters,male,32.255,370.385,3.069,12.502,2,England S,11.4,12.755,SS,Univoltine,,
27,silver washed fritillary,Nymphalidae,July,1911,Surrey,EGR Waters,male,33.315,398.49,2.662,11.694,2,England S,11.4,12.755,SS,Univoltine,,
17,small tortoiseshell,Nymphalidae,,1911,Surrey,RJ Champion,,24.708,227.473,2.48,7.53,2,England S,11.4,12.755,GS,Multivoltine,,
56,small tortoiseshell,Nymphalidae,August,1911,Fife,Meldola,,20.674,164.561,2.097,6.655,7,Scotland,8.88,9.6,GS,Multivoltine,,
49,speckled wood,Nymphalidae,May,1911,Hampshire,FC Woodforde,,20.377,152.37,1.634,7.798,2,England S,11.4,12.755,GG,Multivoltine,,
51,speckled wood,Nymphalidae,May,1911,Hampshire,FC Woodforde,,21.059,179.045,2.197,7.026,2,England S,11.4,12.755,GG,Multivoltine,,
37,wall,Nymphalidae,July,1911,Herefordshire,BG Adams,male,20.22,164.236,1.407,7.98,3,England S,11.4,12.755,GG,Multivoltine,,
38,wall,Nymphalidae,July,1911,Herefordshire,BG Adams,male,21.66,186.174,1.505,8.513,3,England S,11.4,12.755,GG,Multivoltine,,
39,wall,Nymphalidae,July,1911,Herefordshire,BG Adams,female,22.063,196.442,2.716,8.004,3,England S,11.4,12.755,GG,Multivoltine,,
40,wall,Nymphalidae,July,1911,Herefordshire,BG Adams,female,21.606,195.342,2.498,7.012,3,England S,11.4,12.755,GG,Multivoltine,,
48,wall,Nymphalidae,May,1911,Hampshire,FC Woodforde,female,21.444,189.307,1.868,6.476,2,England S,11.4,12.755,GG,Multivoltine,,
5,comma,Nymphalidae,September,1912,South Wales,EGR Waters,,22.825,194.688,2.717,7.606,2,Wales,11.54,10.695,GG,Multivoltine,,
6,comma,Nymphalidae,September,1912,South Wales,EGR Waters,,23.932,217.364,2.809,7.818,2,Wales,11.54,10.695,GG,Multivoltine,,
18,comma,Nymphalidae,July,1912,Hertfordshire,BG Adams,,25.972,231.384,2.658,8.128,2,England S,12.755,11.865,GG,Multivoltine,,
22,comma,Nymphalidae,July,1912,Herefordshire,BG Adams,,24.943,233.099,2.35,8.517,2,England S,12.755,11.865,GG,Multivoltine,,
35,dark green fritillary,Nymphalidae,,1912,Aberdeenshire,A Horne,,30.19,350.717,3.259,11.864,7,Scotland,9.6,8.945,GS,Univoltine,,
76,gatekeeper,Nymphalidae,July,1912,Surrey,Meldola,male,16.648,120.902,1.267,6.293,2,England S,12.755,11.865,GG,Univoltine,,
79,large heath,Nymphalidae,July,1912,North Wales,,,17.904,129.045,1.642,5.934,3,Wales,12.755,11.865,SS,Univoltine,,
80,large heath,Nymphalidae,July,1912,North Wales,,,18.88,138.879,1.387,5.912,3,Wales,11.54,10.695,SS,Univoltine,,
81,large heath,Nymphalidae,July,1912,North Wales,,,19.577,139.099,2.791,5.862,3,Wales,11.54,10.695,SS,Univoltine,,
61,meadow brown,Nymphalidae,August,1912,East Lothian,Meldola,female,26.248,283.423,2.353,7.666,6,Scotland,12.755,11.865,GG,Univoltine,,
39,silver washed fritillary,Nymphalidae,July,1912,Surrey,EGR Waters,female,34.085,400.892,2.931,10.85,2,England S,12.755,11.865,SS,Univoltine,,
19,small tortoiseshell,Nymphalidae,April,1912,Surrey,EGR Waters,,24.696,241.456,2.905,7.137,2,England S,12.755,11.865,GS,Multivoltine,,
54,small tortoiseshell,Nymphalidae,August,1912,East Lothian,Meldola,,23.935,219.24,2.705,8.905,6,Scotland,12.755,11.865,GS,Multivoltine,,
47,speckled wood,Nymphalidae,August,1912,Devon,JJL,,20.93,163.109,1.494,6.836,1,England S,12.755,11.865,GG,Multivoltine,,
50,speckled wood,Nymphalidae,April,1912,Hampshire,FC Woodforde,,21.772,173.682,1.659,6.562,2,England S,12.755,11.865,GG,Multivoltine,,
12,marbled white,Nymphalidae,July,1913,Oxfordshire,EGR Waters,male,23.55,207.101,1.905,10.04,2,England S,11.865,11.635,GG,Univoltine,,
13,marbled white,Nymphalidae,July,1913,Oxfordshire,EGR Waters,female,23.978,218.222,2.691,6.776,2,England S,11.865,11.635,GG,Univoltine,,
50,meadow brown,Nymphalidae,August,1913,Yorkshire,Meldola,female,25.207,259.148,2.425,8.151,5,England N,10.505,10.32,GG,Univoltine,,
51,meadow brown,Nymphalidae,August,1913,Yorkshire,Meldola,female,24.918,260.358,1.85,8.132,5,England N,10.505,10.32,GG,Univoltine,,
10,silver washed fritillary,Nymphalidae,July,1913,Herefordshire,AB Farn,male,32.684,394.749,2.966,11.895,3,England S,11.865,11.635,SS,Univoltine,,
20,speckled wood,Nymphalidae,May,1913,Devon,BG Adams,,21.086,158.134,1.909,8.02,1,England S,11.865,11.635,GG,Multivoltine,,
21,speckled wood,Nymphalidae,June,1913,Devon,BG Adams,,20.01,161.544,1.704,8.072,1,England S,11.865,11.635,GG,Multivoltine,,
22,speckled wood,Nymphalidae,May,1913,Devon,BG Adams,,19.164,131.153,1.754,7.171,1,England S,11.865,11.635,GG,Multivoltine,,
23,speckled wood,Nymphalidae,May,1913,Devon,BG Adams,,22.495,201.873,1.908,8.435,1,England S,11.865,11.635,GG,Multivoltine,,
24,speckled wood,Nymphalidae,April,1913,Devon,FC Woodforde,,20.064,172.249,1.548,8.022,1,England S,11.865,11.635,GG,Multivoltine,,
25,speckled wood,Nymphalidae,April,1913,Devon,FC Woodforde,,20.406,169.944,2.038,7.994,1,England S,11.865,11.635,GG,Multivoltine,,
26,speckled wood,Nymphalidae,April,1913,Devon,FC Woodforde,,21.48,180.953,2.296,7.144,1,England S,11.865,11.635,GG,Multivoltine,,
27,speckled wood,Nymphalidae,April,1913,Devon,FC Woodforde,,22.269,200.626,1.805,7.866,1,England S,11.865,11.635,GG,Multivoltine,,
28,speckled wood,Nymphalidae,June,1913,Devon,BG Adams,,20.872,164.041,1.729,6.913,1,England S,11.865,11.635,GG,Multivoltine,,
33,white admiral,Nymphalidae,June,1913,Surrey,RJ Champion,,24.093,206.563,1.87,7.594,2,England S,11.865,11.635,SS,Univoltine,,
35,white admiral,Nymphalidae,June,1913,Surrey,RJ Champion,,28.594,305.112,2.546,6.698,2,England S,11.865,11.635,SS,Univoltine,,
37,white admiral,Nymphalidae,June,1913,Surrey,RJ Champion,,27.88,280.233,3.068,7.145,2,England S,11.865,11.635,SS,Univoltine,,
39,white admiral,Nymphalidae,June,1913,Surrey,RJ Champion,,27.308,292.798,2.693,7.634,2,England S,11.865,11.635,SS,Univoltine,,
45,white admiral,Nymphalidae,June,1913,Hampshire,FC Woodforde,,25.041,234.7,2.319,8.278,2,England S,11.865,11.635,SS,Univoltine,,
16,comma,Nymphalidae,July,1914,Hertfordshire,BG Adams,,21.856,178.382,2.229,7.607,2,England S,11.635,12.19,GG,Multivoltine,,
17,comma,Nymphalidae,July,1914,Hertfordshire,BG Adams,,24.632,234.703,3.266,7.908,2,England S,11.635,12.19,GG,Multivoltine,,
27,dark green fritillary,Nymphalidae,,1914,Aberdeenshire,BH Crabtree,,27.67,305.204,2.659,11.235,8,Scotland,8.84,9.37,GS,Univoltine,,
28,dark green fritillary,Nymphalidae,,1914,Aberdeenshire,BH Crabtree,,29.727,371.835,3.259,12.607,8,Scotland,8.84,9.37,GS,Univoltine,,
77,gatekeeper,Nymphalidae,July,1914,Surrey,RJ Champion,male,17.244,120.506,1.307,6.995,2,England S,11.635,12.19,GG,Univoltine,,
84,gatekeeper,Nymphalidae,July,1914,Surrey,RJ Champion,male,17.071,123.78,1.525,5.729,2,England S,11.635,12.19,GG,Univoltine,,
107,marbled white,Nymphalidae,July,1914,Dorset,FC Woodforde,female,24.42,231.588,2.616,7.51,1,England S,11.635,12.19,GG,Univoltine,,
108,marbled white,Nymphalidae,July,1914,Dorset,FC Woodforde,female,24.167,201.567,2.459,7.443,1,England S,11.635,12.19,GG,Univoltine,,
9,meadow brown,Nymphalidae,,1914,Surrey,RJ Champion,female,25.732,271.78,2.499,7.785,2,England S,11.635,12.19,GG,Univoltine,,
45,peacock,Nymphalidae,Feburary,1914,Oxfordshire,WJ von m pendlebury,,29.162,363.923,3.177,9.607,2,England S,11.635,12.19,GS,Univoltine,,
13,small tortoiseshell,Nymphalidae,,1914,Surrey,RJ Champion,,21.489,171.596,2.479,5.535,2,England S,11.635,12.19,GS,Multivoltine,,
14,small tortoiseshell,Nymphalidae,,1914,Surrey,RJ Champion,,24.835,224.881,2.573,7.864,2,England S,11.635,12.19,GS,Multivoltine,,
15,small tortoiseshell,Nymphalidae,,1914,Surrey,RJ Champion,,26.205,248.841,3.145,7.655,2,England S,11.635,12.19,GS,Multivoltine,,
18,small tortoiseshell,Nymphalidae,September,1914,Surrey,EGR Waters,,24.515,220.19,2.6,6.956,2,England S,11.635,12.19,GS,Multivoltine,,
26,small tortoiseshell,Nymphalidae,,1914,Hertfordshire,BGT Stevens,,22.76,185.109,2.237,6.959,2,England S,11.635,12.19,GS,Multivoltine,,
27,small tortoiseshell,Nymphalidae,,1914,Hertfordshire,BGT Stevens,,24.055,222.836,2.298,7.018,2,England S,11.635,12.19,GS,Multivoltine,,
28,small tortoiseshell,Nymphalidae,,1914,Hertfordshire,BGT Stevens,,24.345,225.479,2.57,6.895,2,England S,11.635,12.19,GS,Multivoltine,,
29,small tortoiseshell,Nymphalidae,,1914,Hertfordshire,BGT Stevens,,23.777,214.19,2.147,7.929,2,England S,11.635,12.19,GS,Multivoltine,,
30,small tortoiseshell,Nymphalidae,,1914,Hertfordshire,BGT Stevens,,24.856,221.456,3.054,6.171,2,England S,11.635,12.19,GS,Multivoltine,,
8,speckled wood,Nymphalidae,April,1914,Devon,Meldola,,22.321,190.253,1.797,7.33,1,England S,11.635,12.19,GG,Multivoltine,,
9,speckled wood,Nymphalidae,April,1914,Devon,Meldola,,20.832,178.595,1.611,7.47,1,England S,11.635,12.19,GG,Multivoltine,,
10,speckled wood,Nymphalidae,April,1914,Devon,Meldola,,21.454,176.788,1.634,7.727,1,England S,11.635,12.19,GG,Multivoltine,,
11,speckled wood,Nymphalidae,April,1914,Devon,Meldola,,22.549,200.375,1.963,8.894,1,England S,11.635,12.19,GG,Multivoltine,,
12,speckled wood,Nymphalidae,April,1914,Devon,Meldola,,22.161,188.113,1.798,8.38,1,England S,11.635,12.19,GG,Multivoltine,,
61,speckled wood,Nymphalidae,May,1914,Oxfordshire,RJ Champion,,21.626,178.334,1.843,7.914,2,England S,11.635,12.19,GG,Multivoltine,,
72,speckled wood,Nymphalidae,May,1914,Cumbria,EGR Waters,,21.141,169.037,1.73,7.759,5,England N,10.32,10.91,GG,Multivoltine,,
49,wall,Nymphalidae,May,1914,Hampshire,FC Woodforde,female,21.575,189.966,2.644,7.737,2,England S,11.635,12.19,GG,Multivoltine,,
12,comma,Nymphalidae,April,1915,Worcestershire,FC Woodforde,,25.019,228.29,2.443,8.365,2,England S,12.19,11.32,GG,Multivoltine,,
54,gatekeeper,Nymphalidae,July,1915,Hampshire,FC Woodforde,male,17.368,130.544,1.272,7.146,2,England S,12.19,11.32,GG,Univoltine,,
63,gatekeeper,Nymphalidae,July,1915,Hampshire,FC Woodforde,male,16.698,119.688,1.303,7.299,2,England S,12.19,11.32,GG,Univoltine,,
3,marbled white,Nymphalidae,,1915,Oxfordshire,JWB Bell,male,23.014,212.591,1.936,9.769,2,England S,12.19,11.32,GG,Univoltine,,
5,marbled white,Nymphalidae,,1915,Oxfordshire,JWB Bell,female,27.381,279.34,3.295,9.194,2,England S,12.19,11.32,GG,Univoltine,,
20,meadow brown,Nymphalidae,,1915,Kent,Thornewill,male,22.519,201.004,1.82,8.27,2,England S,12.19,11.32,GG,Univoltine,,
21,meadow brown,Nymphalidae,,1915,Kent,Thornewill,male,21.532,196.322,1.869,7.332,2,England S,12.19,11.32,GG,Univoltine,,
22,meadow brown,Nymphalidae,,1915,Kent,Thornewill,male,21.707,195.998,2.014,8.541,2,England S,12.19,11.32,GG,Univoltine,,
20,peacock,Nymphalidae,April,1915,Worcestershire,FC Woodforde,,25.778,271.349,1.758,7.448,3,England S,12.19,11.32,GS,Univoltine,,
21,peacock,Nymphalidae,April,1915,Worcestershire,FC Woodforde,,27.866,308.051,2.587,9.32,3,England S,12.19,11.32,GS,Univoltine,,
42,wall,Nymphalidae,August,1915,Dorset,Meldola,male,22.223,192.132,1.577,8.343,1,England S,12.19,11.32,GG,Multivoltine,,
43,wall,Nymphalidae,August,1915,Dorset,Meldola,female,23.703,217.853,2.959,6.985,1,England S,12.19,11.32,GG,Multivoltine,,
25,dark green fritillary,Nymphalidae,August,1916,Kent,FC Woodforde,,28.794,329.972,3.888,11.292,2,England S,11.32,11.1,GS,Univoltine,,
26,dark green fritillary,Nymphalidae,August,1916,Kent,FC Woodforde,,29.899,347.448,3.602,9.348,2,England S,11.32,11.1,GS,Univoltine,,
34,dark green fritillary,Nymphalidae,,1916,Aberdeenshire,A Horne,,28.939,327.235,3.116,13.527,7,Scotland,8.7,8.38,GS,Univoltine,,
63,marbled white,Nymphalidae,December,1916,Dorset,BGT Stevens,female,25.122,233.991,2.347,9.202,1,England S,11.32,11.1,GG,Univoltine,,
42,peacock,Nymphalidae,October,1916,Oxfordshire,EB Poulton,,27.481,309.477,2.355,9.344,2,England S,11.32,11.1,GS,Univoltine,,
38,silver washed fritillary,Nymphalidae,July,1916,Hampshire,FC Woodforde,male,31.055,344.288,2.99,11.524,2,England S,11.32,11.1,SS,Univoltine,,
40,silver washed fritillary,Nymphalidae,July,1916,Hampshire,FC Woodforde,female,32.602,378.532,3.167,10.85,2,England S,11.32,11.1,SS,Univoltine,,
50,wall,Nymphalidae,May,1916,Hampshire,FC Woodforde,female,21.919,202.168,1.843,6.451,2,England S,11.32,11.1,GG,Multivoltine,,
55,wall,Nymphalidae,August,1916,Berkshire,Thornewill,male,21.559,175.909,1.116,7.106,2,England S,11.32,11.1,GG,Multivoltine,,
56,wall,Nymphalidae,August,1916,Berkshire,Thornewill,female,23.279,204.629,2.159,7.373,2,England S,11.32,11.1,GG,Multivoltine,,
2,comma,Nymphalidae,September,1917,Staffordshire,FC Woodforde,,23.933,215.752,3.205,7.876,3,England S,11.1,11.29,GG,Multivoltine,,
3,comma,Nymphalidae,September,1917,Staffordshire,FC Woodforde,,25.434,243.683,3.083,8.212,3,England S,11.1,11.29,GG,Multivoltine,,
4,comma,Nymphalidae,September,1917,Staffordshire,FC Woodforde,,24.68,223.282,2.839,6.838,3,England S,11.1,11.29,GG,Multivoltine,,
14,dark green fritillary,Nymphalidae,July,1917,Buckinghamshire,HRB,,27.569,289.239,2.659,9.834,2,England S,11.1,11.29,GS,Univoltine,,
20,dark green fritillary,Nymphalidae,July,1917,East Sussex,H Donisthorpe,,26.711,282.239,2.516,11.408,2,England S,11.1,11.29,GS,Univoltine,,
24,dark green fritillary,Nymphalidae,August,1917,Kent,FC Woodforde,,26.994,278.421,3.116,11.181,2,England S,11.1,11.29,GS,Univoltine,,
26,gatekeeper,Nymphalidae,August,1917,Devon,LW newman,male,17.615,133.167,1.415,5.865,1,England S,11.1,11.29,GG,Univoltine,,
27,gatekeeper,Nymphalidae,August,1917,Devon,LW newman,male,18.081,136.381,1.045,7.042,1,England S,11.1,11.29,GG,Univoltine,,
34,gatekeeper,Nymphalidae,August,1917,Devon,LW newman,male,16.352,125.711,1.459,6.815,1,England S,11.1,11.29,GG,Univoltine,,
35,gatekeeper,Nymphalidae,August,1917,Devon,LW newman,male,17.648,136.049,1.309,6.66,1,England S,11.1,11.29,GG,Univoltine,,
24,meadow brown,Nymphalidae,June,1917,Cambridgeshire,JJL,male,23.063,226.162,1.989,8.562,3,England S,11.1,11.29,GG,Univoltine,,
33,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,female,26.622,285.57,2.28,8.658,3,England S,11.1,11.29,GG,Univoltine,,
35,meadow brown,Nymphalidae,June,1917,Staffordshire,FC Woodforde,male,20.957,172.814,1.723,8.052,3,England S,11.1,11.29,GG,Univoltine,,
36,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,male,21.744,196.755,2.014,8.905,3,England S,11.1,11.29,GG,Univoltine,,
37,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,male,22.503,214.544,1.845,9.192,3,England S,11.1,11.29,GG,Univoltine,,
38,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,male,22.949,204.284,1.698,9.337,3,England S,11.1,11.29,GG,Univoltine,,
39,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,male,22.957,218.834,1.82,9.022,3,England S,11.1,11.29,GG,Univoltine,,
40,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,female,22.712,224.508,2.086,7.737,3,England S,11.1,11.29,GG,Univoltine,,
